Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,TimeSeconds
0 days 01:05:05.511000,16.3,60.0,991.9,False,24.2,209,2.4,3905.511
0 days 01:06:05.525000,16.2,61.0,992.0,False,24.3,248,2.1,3965.525
0 days 01:07:05.531000,16.3,61.0,992.0,False,25.4,251,2.1,4025.531
0 days 01:08:05.539000,16.4,60.0,992.0,False,25.8,241,2.4,4085.539
0 days 01:09:05.541000,16.4,60.0,992.0,False,26.0,256,1.6,4145.541
0 days 01:10:05.552000,16.5,61.0,992.0,False,26.1,320,2.0,4205.552
0 days 01:11:05.539000,16.6,62.0,992.0,False,26.0,240,0.9,4265.539
0 days 01:12:05.535000,16.8,61.0,992.0,False,25.7,208,1.5,4325.535
0 days 01:13:05.545000,16.8,62.0,991.9,False,25.6,231,1.7,4385.545
0 days 01:14:05.565000,16.8,60.0,991.9,False,25.4,243,2.0,4445.565
0 days 01:15:05.547000,16.7,59.0,991.9,False,25.3,234,2.1,4505.547
0 days 01:16:05.557000,16.7,61.0,991.8,False,25.2,205,2.1,4565.557
0 days 01:17:05.584000,16.7,60.0,992.0,False,24.9,240,1.8,4625.584
0 days 01:18:05.594000,16.6,59.0,991.9,False,24.8,211,2.1,4685.594
0 days 01:19:05.599000,16.5,60.0,991.9,False,24.6,243,1.2,4745.599
0 days 01:20:05.646000,16.5,59.0,992.0,False,24.6,187,1.9,4805.646
0 days 01:21:05.627000,16.5,59.0,991.9,False,24.4,242,1.4,4865.627
0 days 01:22:05.627000,16.5,60.0,991.9,False,24.3,266,1.4,4925.627
0 days 01:23:05.646000,16.4,62.0,992.1,False,24.3,242,1.6,4985.646
0 days 01:24:05.641000,16.5,61.0,992.1,False,24.3,276,1.5,5045.641
0 days 01:25:05.652000,16.6,60.0,992.1,True,23.9,59,1.6,5105.652
0 days 01:26:05.639000,16.4,63.0,992.0,True,23.2,103,1.5,5165.639
0 days 01:27:05.660000,16.2,64.0,992.1,True,22.9,335,1.5,5225.66
0 days 01:28:05.648000,16.1,67.0,992.2,True,22.5,230,0.7,5285.648
0 days 01:29:05.647000,15.9,67.0,992.1,True,22.3,299,1.6,5345.647
0 days 01:30:05.664000,15.6,69.0,992.2,True,22.1,229,1.6,5405.664
0 days 01:31:05.676000,15.4,68.0,992.2,True,22.1,210,0.9,5465.676
0 days 01:32:05.714000,15.2,68.0,992.1,True,22.0,266,0.7,5525.714
0 days 01:33:05.679000,15.2,69.0,992.2,True,22.0,222,1.2,5585.679
0 days 01:34:05.691000,15.1,68.0,992.2,True,21.9,169,0.8,5645.691
0 days 01:35:05.725000,15.1,68.0,992.2,True,22.0,251,0.8,5705.725
0 days 01:36:05.700000,15.1,69.0,992.2,True,22.0,267,0.8,5765.7
0 days 01:37:05.735000,15.1,67.0,992.3,True,22.0,225,1.0,5825.735
0 days 01:38:05.749000,15.1,68.0,992.2,True,21.5,116,0.9,5885.749
0 days 01:39:05.756000,15.1,68.0,992.2,True,21.4,272,0.7,5945.756
0 days 01:40:05.753000,15.1,68.0,992.3,True,21.2,267,0.6,6005.753
0 days 01:41:05.769000,15.0,70.0,992.3,True,21.1,141,1.0,6065.769
0 days 01:42:05.769000,15.0,69.0,992.4,True,21.0,236,0.9,6125.769
0 days 01:43:05.794000,14.9,71.0,992.5,True,20.9,176,1.1,6185.794
0 days 01:44:05.797000,14.9,70.0,992.5,True,20.7,240,0.9,6245.797
0 days 01:45:05.789000,14.9,72.0,992.4,True,20.7,224,1.0,6305.789
0 days 01:46:05.801000,14.8,73.0,992.4,True,20.7,207,1.7,6365.801
0 days 01:47:05.794000,14.7,73.0,992.5,True,20.7,240,1.4,6425.794
0 days 01:48:05.796000,14.6,73.0,992.5,True,20.7,230,1.7,6485.796
0 days 01:49:05.813000,14.5,73.0,992.5,True,20.7,235,1.6,6545.813
0 days 01:50:05.843000,14.5,74.0,992.5,True,20.7,224,1.4,6605.843
0 days 01:51:05.852000,14.6,75.0,992.6,True,21.0,247,0.5,6665.852
0 days 01:52:05.865000,14.6,76.0,992.6,True,21.2,221,1.6,6725.865
0 days 01:53:05.879000,14.6,76.0,992.5,True,21.3,218,1.5,6785.879
0 days 01:54:05.886000,14.5,75.0,992.6,True,21.2,253,1.4,6845.886
0 days 01:55:05.885000,14.6,75.0,992.5,True,21.2,240,1.7,6905.885
0 days 01:56:05.895000,14.5,76.0,992.5,True,21.4,232,1.2,6965.895
0 days 01:57:05.895000,14.6,78.0,992.5,True,22.5,201,1.3,7025.895
0 days 01:58:05.907000,14.6,77.0,992.5,True,23.8,242,1.8,7085.907
0 days 01:59:05.921000,14.6,76.0,992.6,True,24.2,237,1.9,7145.921
0 days 02:00:05.915000,14.6,78.0,992.5,False,24.6,245,1.4,7205.915
0 days 02:01:05.920000,14.8,75.0,992.4,False,24.6,265,1.2,7265.92
0 days 02:02:05.931000,15.1,74.0,992.6,False,24.4,196,0.8,7325.931
0 days 02:03:05.959000,15.2,73.0,992.5,False,24.2,260,2.2,7385.959
0 days 02:04:05.950000,15.3,76.0,992.5,False,24.2,216,1.1,7445.95
0 days 02:05:05.955000,15.3,75.0,992.4,False,24.7,233,0.8,7505.955
0 days 02:06:05.968000,15.2,75.0,992.5,False,25.0,289,1.4,7565.968
0 days 02:07:06.012000,15.3,75.0,992.5,False,24.9,240,1.6,7626.012
0 days 02:08:06,15.4,72.0,992.5,True,24.5,215,2.0,7686.0
0 days 02:09:06.012000,15.4,73.0,992.5,True,24.5,241,2.0,7746.012
0 days 02:10:06.020000,15.5,73.0,992.5,False,25.0,243,2.0,7806.02
0 days 02:11:06.021000,15.5,71.0,992.6,False,25.0,246,2.0,7866.021
0 days 02:12:06.001000,15.6,69.0,992.5,False,24.9,103,0.9,7926.001
0 days 02:13:06.026000,15.6,71.0,992.5,False,24.9,238,1.1,7986.026
0 days 02:14:06.052000,15.7,71.0,992.5,False,25.2,232,1.2,8046.052
0 days 02:15:06.055000,15.7,72.0,992.6,False,25.2,225,1.5,8106.055
0 days 02:16:06.076000,15.8,69.0,992.4,False,25.2,222,1.8,8166.076
0 days 02:17:06.085000,15.8,69.0,992.5,False,25.4,219,1.7,8226.085
0 days 02:18:06.090000,15.9,69.0,992.5,False,25.5,230,1.4,8286.09
0 days 02:19:06.105000,15.9,68.0,992.4,False,25.3,258,1.2,8346.105
0 days 02:20:06.092000,15.8,69.0,992.5,False,25.2,241,0.7,8406.092
0 days 02:21:06.135000,15.8,68.0,992.5,False,24.9,230,1.9,8466.135
0 days 02:22:06.127000,15.8,69.0,992.4,False,24.8,224,2.1,8526.127
0 days 02:23:06.147000,15.9,70.0,992.4,False,25.0,261,1.7,8586.147
0 days 02:24:06.167000,15.9,71.0,992.4,False,26.1,222,1.0,8646.167
0 days 02:25:06.170000,16.0,69.0,992.5,False,26.4,230,1.6,8706.17
0 days 02:26:06.176000,16.0,68.0,992.4,False,26.2,291,1.6,8766.176
